text,label
В Госдепе прокомментировали реплику Путина о Тиллерсоне,0
Парламент Каталонии принял регулирующий порядок выхода из состава Испании закон,0
Американское посольство возобновило выдачу виз россиянам,0
Москва обвинила ФБР в ухудшении российско-американских отношений,0
Россияне оценили деятельность Медведева на посту премьера,0
Абызов предложил забрать у чиновников служебные авто и дать премии госслужащим,0
Эксперты из 12 стран приехали в Россию на выборы,0
За ходом выборов в Крыму проследят международные эксперты,0
Явка на досрочном голосовании в Барнауле превысила 5 процентов,0
Меркель захотелось хороших отношений с Москвой,0
Германия отказалась выплачивать дополнительные репарации Польше,0
Путину представили пермского робота-промобота,0
Новый посол России в США рассказал о встрече с Трампом,0
Кисляк рассказал о множестве вариантов ответа Москвы на действия США,0
Госдеп опроверг информацию об обысках в генконсульстве России в Сан-Франциско,0
СМИ назвали имя возможного нового госсекретаря США,0
"США дополнительно направят в Афганистан 3,5 тысячи военных",0
Минфин предложил ограничить оплату гостиничных люксов для чиновников,0
Путин посчитал дзюдо фактором успеха деловых отношений с лидером Монголии,0
Россия упростит предоставление гражданства для инвесторов,0
Песков заявил об отсутствии планов на встречу лидеров «нормандской четверки»,0
Путин поручил вывести Дальний Восток на скоростные темпы развития,0
Кремль направил Макрону приглашение посетить Россию,0
Путину предложили поучаствовать в показательных выступлениях по дзюдо в Японии,0
Южная Корея предложила России навести девять мостов сотрудничества,0
Путин понадеялся на возобладание здравого смысла в ситуации с КНДР,0
Путину подарили бамбуковую удочку,0
Дух амурского тигра нашли в Путине,0
Абэ предложил Путину вдвоем решить проблему с мирным договором,0
Путин понадеялся на выход Тиллерсона из «плохой компании»,0
Сирия пожаловалась на бомбардировку израильских ВВС,0
Китайский миллиардер предложил Путину переименовать Дальний Восток,0
Более тысячи избирательных участков откроются в Подмосковье 10 сентября,0
Польша решила защищаться от навязанных Европой беженцев,0
Путин похлопотал за японского министра перед его начальником,0
Путин позвал Абэ на Петербургский экономический форум весной 2018 года,0
Выборы в Подмосковье заинтересовали гражданина Колумбии,0
Кандидат в канцлеры ФРГ рассказал о засидевшемся на своем посту Трампе,0
Путин и Абэ осудили ядерные испытания в КНДР,0
Свыше 100 жалоб поступило в Мособлизбирком с начала избирательной кампании,0
Мадрид вознамерился засудить власти Каталонии за референдум о независимости,0
Избивший попутчицу за шорты турок получил четыре года тюрьмы,0
Губернатор Приамурья похвастался раздачей поручений министрам через Instagram,0
Песков прокомментировал предложение Порошенко по миротворцам,0
В Финляндии начали защищаться от российских гибридных угроз,0
Кремль оценил идею поединка Путина против олимпийского чемпиона,0
Кремль открестился от рекламы в Facebook во время президентских выборов в США,0
Глава ЦИК отреагировала на информацию об изъятии из почтовых ящиков листовок,0
Незыгарь раскроет себя в день выборов,0
Коалиция США опровергла эвакуацию командиров ИГ вертолетами,0
Дональд Трамп-младший объяснил причины встречи с адвокатом из России,0
Трамп отказался верить в неизбежность войны с КНДР,0
Вашингтон понадеялся на улучшение отношений с Москвой,0
Суд Испании приостановил действие закона о референдуме о независимости Каталонии,0
Госдеп понадеялся на бездействие России в ответ на закрытие консульства,0
Генпрокурор Бразилии выдвинул обвинения против двух бывших президентов страны,0
Нью-Йорк и Чикаго взбунтовались против решения Трампа выслать из США нелегалов,0
Минэнерго задумало запретить 50-ваттные лампочки,0
Губернатор Калифорнии заявил о планах расширить сотрудничество с Россией‍,0
Японские военные уточнили мощность взорванной в КНДР ядерной бомбы,0
Эксперты спрогнозировали явку на выборах 10 сентября,0
Путин подтвердил непризнание Россией ядерного статуса КНДР,0
Обама отреагировал на решение Трампа выгнать детей нелегалов из США,0
Москва и Сеул договорились о продвижении совместных с КНДР проектов,0
Меркель обвинили в попытке милитаризировать Германию,0
Путин отчитал правительство за «скромную картину» по дальневосточным программам,0
Путин поручил расширить программу дальневосточного гектара,0
Европейский суд обязал Венгрию и Словакию принимать беженцев,0
Ассоциация наблюдателей проследит за выборами в 20 регионах,0
Памфилова призвала избавиться от «мертвых душ» в списках избирателей,0
Ультраправый кандидат в канцлеры Германии сбежала с теледебатов,0
Путин наградил орденом Дружбы вице-премьера Госсовета КНР,0
МИД показал хозяйничающих в генконсульстве России в Сан-Франциско американцев,0
ООН обвинила Дамаск в химической атаке в Хан-Шейхуне,0
Пескова поставили в тупик вопросом об участии Путина в голосовании 10 сентября,0
ООН обвинила коалицию во главе с США в нарушении гуманитарного права в Ракке,0
Кремль заявил об отсутствии планов Путина встретиться с делегацией КНДР на ВЭФ,0
США начали развертывание дополнительных систем ПРО в Южной Корее,0
Трамп не исключил военных мер в отношении КНДР,0
СМИ узнали о планах Вашингтона ввести нефтяное эмбарго против КНДР,0
Парламент Каталонии утвердил референдум о независимости,0
Путин рассказал о трудностях диалога с путающим Австрию и Австралию Вашингтоном,0
Москва обратится в суд после лишения права распоряжаться своим имуществом в США,0
Путин поведал о готовности жителей КНДР есть траву ради ядерной программы,0
Госдеп назвал сферы возможного сотрудничества с Россией,0
Путин не увидел антиправительственные настроения в речах Кадырова,0
Путин отказался оценивать отношения с Трампом с позиции жениха и невесты,0
Глава Приморья рассказал о плане на случай обострения конфликта с КНДР,0
Евросоюз задумал продлить санкции против россиян и украинцев,0
Кремль опроверг информацию о якобы выдвинутых Путиным требованиях к Литве,0
СМИ озаботились исчезновением Мутко в Екатеринбурге,0
Берлин счел введение миротворцев в Донбасс шагом к отмене санкций против России,0
Путину доложили об успешном завершении операции в Дейр-эз-Зоре,0
Удальцов объявил о возрождении «Левого фронта» и получил вызов на допрос в СК,0
Песков заявил об отсутствии конкретики в вопросе введения миротворцев в Донбасс,0
Москва предложила использовать «добрые услуги» Генсека ООН по проблеме КНДР,0
Солдаты сирийской армии отпраздновали прорыв к Дейр-эз-Зору,0
Россия направила в Совбез ООН проект резолюции о введении миротворцев в Донбасс,0
Кадыров пожаловался на искажение его слов о позиции России по Мьянме,0
Трамп решил выгнать из США всех нелегалов,0
Меркель забросали помидорами на предвыборном митинге,0
Трамп подтвердил готовность США применить против КНДР ядерное оружие,0
Ассанж предсказал отставку Трампа в случае прекращения торговли с Китаем,0
СМИ узнали о законопроекте по выдворению иностранцев за нежелательное поведение,0
Посольство России в США пообещало сохранить интенсивность работы,0
В Китае стартовал саммит БРИКС,0
Лидеры стран БРИКС осудили ядерное испытание в Северной Корее,0
Сеул провел боевые стрельбы в ответ на ядерное испытание Пхеньяна,0
Рябков обвинил США в государственном хулиганстве,0
Госдеп США предупредил о постоянной угрозе терактов в Европе,0
Кадыров пообещал выступить против позиции РФ в случае поддержки властей Мьянмы,0
Сеул рассказал о скором пуске северокорейской ракеты в сторону Тихого океана,0
МИД Польши отреагировал на призыв потребовать репарации от России,0
Суд продлил домашний арест экс-главе Коми Торлопову,0
Пранкеры Лексус и Вован поучаствуют в онлайн-марафоне «Ночь выборов»,0
Жириновский предложил сменить главу МИД,0
ВЦИОМ оценил уровень поддержки восьми врио губернаторов перед выборами,0
Кремлевский диктор рассказал о сделанных ему Путиным замечаниях,0
Пекин потребовал от Пхеньяна перестать запускать ракеты,0
Кремль воздержался от оценок заявления Кадырова о ситуации в Мьянме,0
Москва и Каир призвали власти Мьянмы взять ситуацию в стране под контроль,0
Небензя увидел беспрецедентную угрозу войны на Корейском полуострове,0
Кадыров напомнил о готовности умереть за Путина после его слов о Мьянме,0
Трамп одобрил многомиллиардные поставки оружия Южной Корее,0
МИД выложил видео осмотра сотрудниками ФБР генконсульства России в Сан-Франциско,0
В Госдепе назвали действия США в отношении российских учреждений «обходом»,0
Ассанж напомнил о неприкосновенности российской дипсобственности в США,0
СМИ узнали о планах США выйти из соглашения о свободной торговле с Южной Кореей,0
Госдеп вызвал в торгпредство России в Вашингтоне службу по взлому замков,0
Япония выразила КНДР решительный протест в связи с ядерным испытанием,0
КНДР объявила об успешном испытании водородной бомбы,0
Москва отреагировала на испытание водородной бомбы в КНДР,0
Трамп увидел опасность для США в испытании водородной бомбы Северной Кореей,0
Путин подарил Си Цзиньпину картину из янтаря и светильники из нефрита,0
США усилят санкции против КНДР после испытания водородной бомбы,0
Песков поведал об интересе России к ситуации вокруг КНДР,0
США заявили о готовности «масштабного военного ответа» на угрозы КНДР,0
Полиция Сан-Франциско оцепила служебную часть генконсульства России,0
Захарова объяснила появившийся над зданием консульства РФ в Сан-Франциско дым,0
Трамп поговорит с мировыми лидерами о реформе ООН,0
Число пострадавших от непонятного воздействия сотрудников Госдепа увеличилось,0
Годовое содержание Обамы обойдется налогоплательщикам США в миллион долларов,0
Трамп запросил у Конгресса 8 миллиардов долларов на ликвидацию ущерба от «Харви»,0
СМИ узнали о готовности Пентагона регулярно патрулировать Южно-Китайское море,0
Путин второй год подряд отказался от участия в Генассамблее ООН,0
МИД выразил протест из-за планов США обыскать торгпредство России в Вашингтоне,0
В российском торгпредстве в Вашингтоне начались обыски,0
Захарова рассказала о фейке с «просящими политубежища» российскими дипломатами,0
Новый посол России в США отреагировал на закрытие генконсульства в Сан-Франциско,0
Путин назвал давление на КНДР «путем в никуда»,0
Конгресс США оценил «влияние» России на США в 40 миллионов долларов,0
СМИ узнали о растущем недовольстве Трампа работой госсекретаря,0
Генконсульство России в Сан-Франциско назвало число выданных за год виз,0
В Венесуэле заинтересовались боливарами супруги оппозиционера на лечение бабушки,0
Лавров понадеялся на танго России и США,0
Собчак ответила на слухи об участии в выборах президента,0
Трамп отдаст миллион долларов личных средств на помощь пострадавшим от «Харви»,0
Кенийский оппозиционер добился перевыборов президента,0
Орешкин заявил об отсутствии президентских амбиций,0
Российский президент начал открытый урок в Ярославле,0
Венгрия попросит Евросоюз оплатить ее антимигрантский забор,0
Путин посоветовал школьникам быстрее определяться с амбициями,0
Кандидат на пост канцлера ФРГ признал невозможность отобрать Крым у России,0
ЕР приостановила членство Умара Джабраилова в партии после стрельбы в отеле,0
Путин поведал о ядерном реакторе внутри каждого россиянина,0
Китайцев начнут карать за неуважение к гимну,0
Путин назвал способ достижения мирового господства,0
Путин вручил ярославскому губернатору «знаменитую зеленую папку»,0
В Москве назвали рейдерским захватом решение США по дипсобственности России,0
Первоклассница Полина передала Путину открытку через ярославского губернатора,0
Путин отказался считать себя хоккеистом и с первого раза забросил шайбу,0
Эрдоган рассказал о геноциде мусульман,0
Путина в Ярославле обделили козьим молоком,0
Меркель пригрозила пересмотреть отношения с Турцией,0
Российское посольство в США отказалось «скатываться к истерии»,0
МИД предупредил о готовящемся обыске в российском консульстве в Сан-Франциско,0
Черный дым из здания консульства РФ в Сан-Франциско привлек внимание журналистов,0
Госдеп переадресовал в ФБР вопрос об обысках в консульстве РФ в Сан-Франциско,0
Российский посол в США рассказал о предстоящей миссии,0
Участник встречи сына Трампа и адвоката из России дал показания жюри,0
Макрон указал на важность развития диалога с Россией,0
Россиян собрались привлечь на президентские выборы флешмобами и мемами,0
Орешкин отреагировал на публикации о попадании в фавориты Путина,0
Недалеко от Белого дома надули крысу-Трампа,0
Хорошавина из зала суда увезли на скорой,0
Песков затруднился оценить «упражнения Bloomberg» о новом фаворите Путина,0
Милонов попросил Генпрокуратуру проверить связь ВИЧ-диссидентов с терроризмом,0
Песков рассказал о предстоящей встрече Путина с ярославскими школьниками,0
Forbes назвал 100 самых влиятельных россиян столетия,0
Памфилова заявила о недопустимости «показательных цифр» на выборах,0
Лос-Анджелес решил перестать чествовать Колумба,0
США потребовали за два дня закрыть российское генконсульство в Сан-Франциско,0
Генконсул ответил на закрытие дипмиссии России в Сан-Франциско,0
Тиллерсон позвонил Лаврову перед закрытием консульства России в Сан-Франциско,0
Шеф Пентагона приказал отправить в Афганистан дополнительные войска,0
В Вашингтоне уточнили список закрываемых дипломатических объектов России,0
Генконсульство России в Сан-Франциско досрочно прекратит прием посетителей,0
Белый дом рассказал о роли Трампа в закрытии российского генконсульства,0
Ким Чен Ын назвал последнее ракетное испытание КНДР «прелюдией» к удару по Гуаму,0
Депутат Деньгин объяснил предложение о переносе начала учебного года,0
Совбез ООН признал ракетные испытания КНДР угрозой мировому сообществу,0
Небензя призвал КНДР отказаться от ядерных испытаний,0
Генконсул РФ в Нью-Йорке предрек отсутствие позитива в отношениях России и США,0
Сын Трампа расскажет сенату США о «связях с Россией»,0
Американским трансгендерам временно разрешили служить в армии,0
Северокорейские СМИ показали довольного ракетными пусками Ким Чен Ына,0
Вице-премьер Японии извинился за свои слова о Гитлере,0
Путин призвал к равноправному подходу для эффективного освоения Арктики,0
Меркель тысячу раз обвинили в госизмене,0
Путин пожелал Лукашенко крепкого здоровья,0
Лавров опроверг вмешательство России в немецкие выборы,0
Глава немецкого МИД захотел вывезти американское ядерное оружие из Германии,0
США успешно испытали противоракету на Гавайях,0
В Кремле заявили об отсутствии политической подоплеки в деле Серебренникова,0
Песков отказался комментировать действия своих детей,0
В Кремле опровергли нахождение Иванки Трамп в кресле Путина,0
Трамп заявил о бесполезности разговоров с Северной Кореей,0
Охранникам-драчунам Эрдогана пригрозили 15 годами тюрьмы в США,0
ЦИК заявил о снижении количества отказов кандидатам в регистрации на выборы,0
Мэр Челябинска призвал заменить шаурму на беляши,0
Испания наймет новых борцов с наркотиками в преддверии Brexit,0
Бразильский суд запретил копать на Амазонке,0
ОБСЕ назвала выдворение журналистов с Украины чрезмерными действиями,0
В США профессора уволили за объяснение урагана «Харви» кармическим возмездием,0
Лавров назвал опасным усиление санкционного давления на КНДР,0
Трамп рассказал о твердой вере в улучшение отношений с Россией,0
Совбез ООН соберется на заседание по ракетному пуску КНДР,0
МИД России заявил об исчерпанных ресурсах для давления на КНДР,0
Россия пригрозила зеркальным ответом США в случае осложнения работы посольства,0
Путин проведет открытый урок в ярославской школе,0
Путин поздравил Саргсяна с 20-летием договора о дружбе с Арменией,0
Меркель назвала условие отмены антироссийских санкций,0
«Коммунисты России» решили прекратить бессрочную голодовку,0
МИД России обвинил НАТО в нарушении договора о ядерном оружии,0
Жириновский поставил себя на второе место после Путина,0
Юнкер указал на невозможность обеспечения безопасности в Европе без России,0
Путин вручил главе Мордовии «знаменитую зеленую папку» с обращениями граждан,0
Постпред США в ООН предрекла «что-то серьезное» после пуска ракеты КНДР,0
Вице-премьер Японии допустил верность мотивов Гитлера,0
Киркук проголосует на референдуме о курдской независимости,0
Немецкий МИД испугался «ледникового периода» в отношениях с Россией,0
Спецпредставитель США предупредил об изоляции России из-за Украины,0
Трамп посетит пострадавший от урагана Техас,0
Лидер Южной Кореи потребовал разработать наступательную стратегию против КНДР,0
Названы самые состоятельные жены российских госслужащих,0
Дутерте призвал убивать сопротивляющихся аресту «идиотов»,0
Украина оказалась вне приоритетов внешней политики Евросоюза,0
Немецкие ультраправые посоветовали Трампу поменьше писать в Twitter,0
Путин пообещал познакомить премьер-министра Венгрии с теорией дзюдо,0
ООН обвинила Австрию в нелюбви к беженцам,0
ЦИК предложил повысить зарплату членам избиркома,0
В Госдепе констатировали неготовность Украины к вступлению в НАТО,0
Вашингтон порекомендовал Киеву отказаться от идеи вернуть себе ядерное оружие,0
Нетаньяху раскрыл детали встречи с Путиным,0
Рейтинг Макрона снизился на 14 процентных пунктов,0
Армия Ливана объявила о прекращении боев против ИГ,0
Контрразведка Германии заявила о высокой активности российских спецслужб,0
Тиллерсон заявил о продолжении мирного давления на Северную Корею,0
Израиль пригрозил лишить ООН своих последних миллионов,0
МИД России вызвал посла Молдавии за инициативу Кишинева о выводе миротворцев,0
Трамп вновь запретил трансгендерам служить в Армии США,0
Трампа проинформировали о пуске ракет в КНДР,0
В США изучат причастность бывшего советника Трампа к поиску писем Клинтон,0
Трамп помиловал охотившегося на мигрантов шерифа,0
Главу МИД Германии заподозрили в нацизме из-за лозунга «Слава Украине!»,0
В США отменили митинг после угроз собачников устроить «фекальный протест»,0
Посол США отверг обвинения в мести за санкции России,0
Путин поручил разобраться в причинах пожаров на юге России,0
Меркель отказалась считать неверным решение пустить в ФРГ миллион беженцев,0
Польский премьер назвала правомерными притязания на репарации от Германии,0
Госдеп сообщил о 16 пострадавших на Кубе американских дипломатах,0
Ожидающая приговора бывшая премьер Таиланда потерялась,0
Глава МИД ФРГ отказал Турции во главе с Эрдоганом во вступлении в ЕС,0
Путин встретится с президентом Южной Кореи на ВЭФ,0
В Германии сочли закрытой тему репараций Польше,0
Посол Чехии в России опроверг слухи о желании вернуться домой,0
Тулеев пропустил празднование Дня шахтера,0
Путин подарил Нетаньяху «трогательную вещь»,0
СМИ назвали Орешкина «фаворитом Путина»,0
Эксперт спрогнозировал уровень явки на губернаторских выборах,0
Макрон заявил о самоизоляции Польши в Европе,0
Трамп ввел санкции против Венесуэлы,0
Охотники за нацистами заступились за изображенного в виде Гитлера Трампа,0
США изучат вариант применения силы против Венесуэлы,0
Названа причина смерти российского посла в Судане,0
Катар решил вернуть посла в Иран,0
Венецианский мэр пригрозил заблаговременно отправить террористов «к Аллаху»,0
СМИ рассказали о недовольстве Трампа санкциями против России,0
Главу минфина США заподозрили в превышении полномочий ради солнечного затмения,0
Маккейн вновь призвал поставить Украине летальное оружие,0
Reuters сообщил о регулярных контактах США и России по Сирии,0
СМИ узнали о планах США ограничить выдачу виз гражданам четырех государств,0
Опубликован новый рейтинг одобрения работы Путина,0
Хиллари Клинтон назвала Трампа гадом,0
Власти Тувы сочли обычной историю ходившей зимой по тайге четырехлетней девочки,0
МИД России посоветовал США не нарушать афганский суверенитет,0
Путину подарили футболку с его портретом,0
Венгерский университет присвоит Путину титул «Почетный гражданин»,0
Рязанский губернатор пообещал президенту сделать область «цифровым регионом»,0
Путин посетит чемпионат мира по дзюдо в Будапеште,0
Тиллерсон обвинил Россию в поставках оружия талибам,0
Новосибирские власти закупят 25 километров туалетной бумаги на случай ЧС,0
Лех Валенса опроверг слухи о работе на спецслужбы,0
Женщины в мини-юбках помогли Трампу решиться на новую политику по Афганистану,0
США отказали Египту в финансовой помощи из-за нехватки демократии,0
Жириновский отреагировал на попытку обвинить его в финансировании терроризма,0
Посол США в России назвал себя «мистер Пельмени»,0
В дипмиссии США обозначили срок решения визового вопроса в регионах России,0
Кисляк пристыдил CNN и предрек трудные времена в отношениях России и США,0
Умер посол России в Судане Миргаяс Ширинский,0
Трамп рассказал о политике США в отношении Афганистана,0
ООН сообщила о перехвате двух поставок из КНДР в Сирию,0
Протестующие попытались сорвать заседание городского совета Шарлотсвилля,0
Президент России встретится с госсекретарем Ватикана,0
Иран обозначил сроки получения ядерного оружия,0
Путин передал главе Астраханской области «знаменитую зеленую папку»,0
Тулеев на первом после болезни совещании распек подчиненных за подлость,0
Талибы пообещали Трампу ответить джихадом на новый план по Афганистану,0
Северная Корея смоделировала ракетный удар по США,0
США добавили россиян в санкционный список по Северной Корее,0
МИД России призвал Госдеп «не наводить тень на плетень» из-за виз,0
Москва сообщила о проработке ответных мер на новые санкции США,0
Путин посетил фестиваль джаза в Крыму,0
СМИ узнали о планируемом расширении военного контингента США в Афганистане,0
Джон Маккейн прокомментировал инцидент с «Джоном Маккейном»,0
Сидящий в СИЗО мэр Владивостока попросил Путина о защите,0
Нигерийский президент отказался делить страну,0
США объявили о приостановке выдачи неиммиграционных виз по всей России,0
Путин уволил первого замминистра юстиции Герасимова,0
Лавров отреагировал на решение США по визам для россиян,0
Лавров объяснил решение США ограничить выдачу виз россиянам,0
Путин назначил Анатолия Антонова послом России в США,0
Путину пожалуются из-за недопуска на выборы кандидатов от КПРФ в регионах,0
Россияне три месяца прождут собеседования ради американской визы,0
СМИ узнали о попросившемся домой после Чехии в России,0
Жириновский решил в шестой раз баллотироваться в президенты,0
Путин представил депутатам Адыгеи трех кандидатов на пост главы республики,0
В Бундестаге назвали ошибочной политику Берлина в отношении Москвы,0
Трамп понадеялся на объединение США после акций протеста,0
Австрия предупредила Турцию о последствиях вмешательства в свои выборы,0
СМИ узнали о намерении Елизаветы II править до конца жизни,0
Асад сравнил Эрдогана с политическим нищим,0
Путин рассказал о предпочтениях в одежде,0
В «Единой России» предложили город для новой столицы,0
Путин понадеялся на приход к власти молодых политиков,0
Путин выступил за минимизацию роли государства в фильтрации информации,0
Анонсирована встреча по Украине спецпредставителя Госдепа с российской стороной,0
Трампа предложили отправить к психиатру,0
В МИД рассказали о предательской позиции Израиля,0
СМИ рассказали о встречах зятя Трампа и Романа Абрамовича,0
Учредительное собрание Венесуэлы наделило себя парламентскими полномочиями,0
США заявили о намерении уйти из Сирии после победы над ИГ,0
NYT рассказала подробности отставки главного советника Трампа,0
Путину предложили перенести столицу за Урал,0
Трамп рассказал о принятии важных решений по Афганистану,0
В Совфеде и Госдуме ответили на предложение перенести столицу за Урал,0
Президент Турции посоветовал главе МИД Германии знать свое место,0
В Испании объявлен трехдневный траур в связи с терактом в Барселоне,0
Суд Венесуэлы выдал ордер на арест супруга бывшего генпрокурора,0
Суд отклонил иск КПРФ о возвращении прямых выборов мэра Иркутска,0
Станислав Каторов стал главой Реутова,0
В Госдуме раскритиковали идею уравнять буквы «е» и «ё» в документах,0
Путин назначил нового посла России в Индии,0
Главу немецкого МИД заставили отчитаться о встрече с Путиным,0
В КПРФ заявили о готовности забрать из США подлежащий демонтажу памятник Ленину,0
В Берлине отказались подсвечивать Бранденбургские ворота в цвета флага Испании,0
Эрдоган призвал немецких турок проголосовать против Меркель,0
Путин посетил образовательный центр «Бухта Казачья» в Севастополе,0
Памфилова рассказала о молодежи на сентябрьских выборах,0
Путин и Медведев пообщались с байкерами,0
Ультраправый советник Трампа ушел в отставку,0
В США заявили о начале расследования против Китая,0
